source,keyword,title,url,snippet,scraped_at,publication_info
Google Scholar,sikkim renewable energy,"Wind farm site suitability assessment & validation using geospatially explicit multi-criteria approach: A case study of SouthSikkim, India",https://www.tandfonline.com/doi/abs/10.1080/15435075.2023.2195926,"… terrains of SouthSikkim, India, where hydroelectricpoweris already being …powergenerationin the entire hilly terrains. So, developingalternativeenergyresourceslikesolarenergyor …",2026-05-19T13:03:24.322488,"K Sapkota,Shabbiruddin,KS Sherpa- … Journal ofGreen Energy, 2024 - Taylor & Francis"
Google Scholar,sikkim renewable energy,Greengovernance inSikkim: Integrating sustainability into publicpolicy,https://indianjournals.com/api/article-view/jpg-6-3-004,"… For more than a decade, as part of itsenvironmentalprotection andpolicyreforms,Sikkim…In early 2000,Sikkim’s decentralisation initiatives were extended to theenvironmentalpolicy…",2026-05-19T13:03:24.322733,"D Chhetri- J Polit Govern, 2017 - indianjournals.com"
Google Scholar,sikkim renewable energy,"[PDF]AchievingEnergyEconomy andSustainableDevelopment by DecentralizedEnergyPlanning in Angkuchen Village,Sikkim: A Case Study",https://www.academia.edu/download/57519577/4407-12046-2-PB.pdf,… 30% of the totalenergyconsumption. Here we have a country that is rich with its share ofrenewableenergyresourceswhich still remain unharnessed. If theseresourcesare harnessed …,2026-05-19T13:03:24.323239,"AK Roy, V Jaswal, K Wadhwa… - … ofRenewable Energyand …, 2015 - academia.edu"
Google Scholar,sikkim,PublicPolicyMaking in India: A Study ofSikkim,https://www.jstor.org/stable/41855787,"… Study ofpolicyor publicpolicyis something very vast on which we cannot make limitations,… which are necessary forpolicymaking. Very simply we can say thatpoliciesare made for the …",2026-05-19T13:03:43.776137,"M Chakrabarty, M Chakraborty, V Agarwala - The Indian Journal of Political …, 2003 - JSTOR"
Google Scholar,sikkim,"[B]Sikkim: society, polity, economy, environment",https://books.google.com/books?hl=en&lr=&id=LvuOKCIICMEC&oi=fnd&pg=PA9&dq=sikkim+sikkim+policy&ots=lUZJ9ekxVy&sig=JxB1daj1zU3UPlgCCfs7I0MSFE0,"… , professionals andpolicy-makers most of whom have worked inSikkimin various capacities.Some of them were instrumental in introducingpolicychanges inSikkimbased on their re…",2026-05-19T13:03:43.776481,MP Lama - 1994 - books.google.com
Google Scholar,sikkim,[B]Sikkim,https://dspace.cus.ac.in/jspui/bitstream/1/15/1/sikkim%20sk%20Gurung.pdf,"… last Chogyal ofSikkim, PT. Namgyal. Then I hardly had any idea thatSikkimwas undergoing… involvement of the entire political process, including statepolicies, for such a perspective …",2026-05-19T13:03:43.776776,SK Gurung - 2011 - dspace.cus.ac.in
Google Scholar,sikkim,Sikkim: the merger with India,https://www.jstor.org/stable/2643174,…Sikkimoffered the only resistance to an otherwise successful frontierpolicy. It was alsothought in New Delhi that the Chogyal was becoming increasingly arrogant in his dealings with …,2026-05-19T13:03:43.776907,"R Gupta - Asian Survey, 1975 - JSTOR"
Google Scholar,ecotourism,TheSikkim Ecotourism Policy-A Review,https://ijassonline.in/AbstractView.aspx?PID=2014-2-4-2,… The concept ofecotourismhas been widely accepted by several countries andSikkimis no… While calling for involvement and benefiting the local communities in which theecotourism…,2026-05-19T13:04:01.272997,"S Shenga,A Jha- International Journal of Advances in Social …, 2014 - ijassonline.in"
Google Scholar,ecotourism,Promotion ofecotourismin the state with special reference to national park and wildlife sanctuaries ofsikkim,https://www.taylorfrancis.com/chapters/edit/10.1201/9781315365862-12/promotion-ecotourism-state-special-reference-national-park-wildlife-sanctuaries-sikkim-dillip-kumar-das-pinkila-bhuta,… the mountain and hill economy andSikkimis second to none in … development ofecotourismin the state ofSikkimwith special …ecotourismto the local communities in the state ofSikkim. …,2026-05-19T13:04:01.275443,"DK Das, P Bhuta - Tourism Marketing, 2017 - taylorfrancis.com"
Google Scholar,tourism,Tourismdevelopment in theSikkimhimalaya: balancing growth and sustainability,https://link.springer.com/article/10.1007/s43546-025-00933-5,"… This study, therefore, seeks to examine the development of sustainabletourisminSikkim, …The objective of this study is to assesstourismpractices inSikkimusing specific indicators, …",2026-05-19T13:04:18.679930,"S Dam - SN Business & Economics, 2025 - Springer"
Google Scholar,tourism,[PDF]SustainableTourismPlanning and Development: A Study of Selectedtouristdestinations ofSikkim,https://dspace.cus.ac.in/jspui/bitstream/1/8142/1/JECKME%20NAMGYAL%20BHUTIA-1.pdf,"… and community involvement intouristoperations, theSikkimTourismPolicyhas contributed…policyhas helped to contribute to the development of sustainabletourismpractises inSikkim…",2026-05-19T13:04:18.680138,JN Bhutia - 2024 - dspace.cus.ac.in
Google Scholar,tourism,"Towards the development of sustainabletourisminSikkim, India: Issues and challenges",https://indianjournals.com/api/article-view/ijrss-9-2-046,"… As with other greenpoliciesof the state, thistourismmission statement elucidated strongpolitical will to guideSikkimtourismtowards a sustainable future. TheSikkimecotourismpolicy, …",2026-05-19T13:04:18.680384,"S Das - International Journal of Research in Social Sciences, 2019 - indianjournals.com"
Google Scholar,tourism,[PDF]Community development andtourism: TheSikkimexperience in the Eastern Himalayas,http://dspace.cus.ac.in/jspui/bitstream/1/7487/1/925.pdf,"…touristfrom Darjeeling toSikkim. In a bid to attract more tourists from the upper segment, theSikkimtourism… the three lower districts ofSikkimencouraged grouptourism. Much in the line …",2026-05-19T13:04:18.680848,M Choudhury - 2001 - dspace.cus.ac.in
Google Scholar,tourism,[PDF]TourisminSikkim: quest for a self-reliant economy,https://dspace.nehu.ac.in/bitstreams/b35f8aea-888b-4ce8-a4db-d77b7bf27b2f/download,… atourismpolicyfor the country as a whole India took 35 years after independence and thefirst evertourismpolicy… The same organisation was also entrusted to prepareSikkimTourism…,2026-05-19T13:04:18.681141,A Chakrabarti - 2010 - dspace.nehu.ac.in
Google Scholar,tourism,[PDF]ResponsibleTourisminitiatives towards sustainabletourismdevelopment: A case study ofSikkim,https://dspace.cus.ac.in/jspui/bitstream/1/8239/1/Sonam%20Gyamtso%20Bhutia%20PhD%20Thesis%202025.pdf,"… ● The study was carried out during a period of continuing transitions inSikkim'stourismpolicyand institutional frameworks, which included changes in marketing strategies, …",2026-05-19T13:04:18.681414,SG Bhutia - 2025 - dspace.cus.ac.in
Google Scholar,tourism,MountainTourismDevelopment and Impact ofTourism: A case study of Himalayan StateSikkim: A case study of Himalayan StateSikkim,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE07103315,"… intouristarrival is a major influence ofSikkim'stourism…touristwho visit thetourismsites ofSikkimand to identify gaps, needs and options for sustainabletourismmanagement inSikkim. …",2026-05-19T13:04:18.681771,"R Newpaney, SK Lee - 호텔경영학연구, 2016 - dbpia.co.kr"
Google Scholar,tourism,Adequacy of GovernmentPolicyon Ecotourism: A Case Study ofSikkim,https://www.igi-global.com/chapter/adequacy-of-government-policy-on-ecotourism/176303,… Innovative features of the study are that eco-tourismpolicyofSikkimhas been exploredfor the first-time. Also no studies (exploratory or otherwise) measuring eco-tourismon its …,2026-05-19T13:04:18.682350,"A Jha, S Shenga, S Mishra, M Mishra -Tourismand Opportunities for …, 2017 - igi-global.com"
Google Scholar,fao,[PDF]Agro-Economic environment and food security inSikkim,https://ir.nbu.ac.in/bitstreams/49c48e2d-6800-4d0c-8e63-63d58f7451db/download,"… In recent years, most of the research initiatives for food security have focused on four keycomponents of theFAO‟… What type of land reformpolicieshas been implemented inSikkim? v) …",2026-05-19T13:04:36.130987,TP Dhungel - 2018 - ir.nbu.ac.in
Google Scholar,fao,[PDF]Economic Evaluation of Farmer Producer Organisations inSikkim,http://www.dspace.cus.ac.in/jspui/bitstream/1/7831/1/Rajiv_Gurung-Economics-PhD.pdf,"… fertilizers and pesticides (FAO, 2018). This study selectedSikkimas the area of study because:i. … It provides implications of this study and also makespolicysuggestions that need to be …",2026-05-19T13:04:36.131169,R Gurung- 2022 - dspace.cus.ac.in
Google Scholar,fao,[PDF]Opportunities and challenges of the globally important traditional agriculture heritage systems of theSikkimHimalaya,http://www.sikkimforest.gov.in/Reports%20and%20Publications/Biodiveristy-of-Sikkim/21%20Agriculture_379-402%20web.pdf,"… Himalaya traditional agriculture has been recognized byFAOas an associate system ofthe … world, globalpoliciesand prospects, the TFS in theSikkimHimalayas show successful …",2026-05-19T13:04:36.131330,"G Sharma, T Dhakal - … . IPR Department, Government ofSikkim…, 2011 - sikkimforest.gov.in"
Google Scholar,fao,[B]Understanding Food Security inSikkim: A Case Study of Tathanchen Shyari Ward,http://www.dspace.cus.ac.in/jspui/bitstream/1/4246/1/Understanding%20food%20security%20in%20Sikkim%200.pdf,"… These themes are human security, food security, a grarian reforms and governmentpolicyimplementation in India in general andSikkimin particular Although the literature engages …",2026-05-19T13:04:36.131650,B Subba - 2015 - dspace.cus.ac.in
Google Scholar,fao,"[B]History, culture and customs ofSikkim",https://books.google.com/books?hl=en&lr=&id=iY4bVR9--XAC&oi=fnd&pg=PR11&dq=sikkim+fao+policy&ots=Eo_J1zUeqP&sig=oterIUhSMsv3voysGLbSccKQ4bA,"… outlines of the history ofSikkim. Old annals of the land claimSikkimto be an extensive kingdom… Subba has given the name ""The GreaterSikkim"" to that kingdom of the pastSikkimwas …",2026-05-19T13:04:36.132092,JR Subba - 2008 - books.google.com
Google Scholar,fao,Including farmers' welfare in a government-led sector transition: the case ofSikkim'sshift to organic agriculture,https://www.sciencedirect.com/science/article/pii/S0959652623013653,"…Sikkim, a small Himalayan north-eastern state of India, declared itself fully organic in 2016.We assess thepolicies… Government ofSikkimthrough a thorough review ofpolicydocuments…",2026-05-19T13:04:36.132380,"A Bhatt, J John - Journal of Cleaner Production, 2023 - Elsevier"
Google Scholar,food,[B]UnderstandingFoodSecurity inSikkim: A Case Study of Tathanchen Shyari Ward,http://www.dspace.cus.ac.in/jspui/bitstream/1/4246/1/Understanding%20food%20security%20in%20Sikkim%200.pdf,… * Doeslack of effective PDSpolicyincreasefoodinsecurity inSikkim? * What are themajor outcomes of lack of access tofoodupon livelihood and well-being of people? …,2026-05-19T13:04:53.238933,B Subba - 2015 - dspace.cus.ac.in
Google Scholar,food,[PDF]FoodSecurity and Management inSikkim: Role of Public Distribution System and Mahatma Gandhi National Rural Employment Guarantee Act,http://www.dspace.cus.ac.in/jspui/bitstream/1/4799/1/Bitu%20Subba%20PhD-PCS.pdf,"… Security can also be defined as “A state of security from different sources, where there isadequate implementation of effectivefoodpoliciesensuring ground reality to overcome …",2026-05-19T13:04:53.239287,B Subba - 2016 - dspace.cus.ac.in
Google Scholar,food,[PDF]Agro-Economic environment andfoodsecurity inSikkim,https://ir.nbu.ac.in/bitstreams/49c48e2d-6800-4d0c-8e63-63d58f7451db/download,"… In place of an ad-hoc measures it will force the states to evolve a consistent and longpolicy,measures such as availability offoods, access tofoodat all times of the year and entitlement …",2026-05-19T13:04:53.239610,TP Dhungel - 2018 - ir.nbu.ac.in
Google Scholar,food,[PDF]A Critical Review ofFoodSecurity inSikkim,https://www.tufanganjmahavidyalaya.net/userfiles/file/archive/jrca-1(i).pdf#page=91,… ofSikkimreveals that it has gradually turned out to be afooddeficient state from afoodsurplus …Foodsecuritypoliciesaim specifically at ensuring that households have an adequate …,2026-05-19T13:04:53.239778,A Chakrabarti- Assistant Editor: Sidhartha Sankar Laha - tufanganjmahavidyalaya.net
Google Scholar,food,[PDF]Sikkim: making of the first 100% Organic state of the world,https://www.researchgate.net/profile/Alka-Parikh/publication/369753410_Sikkim_Making_of_the_first_100_organic_state_of_the_world_paper_presented_at_14th_International_Conference_on_Environmental_and_Rural_Development_Siem_Reap_Cambodia_3-5_March_2023/links/655c8b213fa26f66f41ab28d/Sikkim-Making-of-the-first-100-organic-state-of-the-world-paper-presented-at-14th-International-Conference-on-Environmental-and-Rural-Development-Siem-Reap-Cambodia-3-5-March-2023.pdf,"… due tofoodshortages. Compared to this, the experiment in … This paper shows the path takenbySikkimto become a fully organic … We conclude that it is not feasible to scale upSikkim’s …",2026-05-19T13:04:53.239936,"A Parikh- Indian Journal of Sustainable Development, 2023 - researchgate.net"
Google Scholar,rs,Sikkim,https://www.taylorfrancis.com/chapters/edit/10.4324/9781003476900-29/sikkim-meena-khan,"… toRs10m. It was also hoped that the official inclusion ofSikkimamong the grouping of north…seeks to execute governmentpolicy, but attempts to parallel thepolicyof other Indian states …",2026-05-19T13:05:09.733061,"M Khan - The Territories and States of India 2024, 2024 - taylorfrancis.com"
Google Scholar,rs,India andSikkim: Redefining the relationship,https://www.jstor.org/stable/2754861,"… But even in the case ofSikkim, New Delhi'spolicyafter i947 reflected its preference …Sikkimhas obtained approximatelyRs120 million in aid from India since I953 but has paid nearlyRs…",2026-05-19T13:05:09.733775,"LE Rose - Pacific Affairs, 1969 - JSTOR"
Google Scholar,rs,[PDF]Sikkim,https://informatics.nic.in/uploads/pdfs/0d45c41a_12_17_fts_sikkim.pdf,"… It was successfully implemented inSikkimand inaugurated by the Hon’ble Chief Minister,Shri … attended by Speaker ofSikkimState Legislative inventory, allocationpolicies, and online …",2026-05-19T13:05:09.734867,"S Choudhary, DK Basnet, LP Sharma - 2006 - informatics.nic.in"
Google Scholar,rs,[PDF]Tourism inSikkim: quest for a self-reliant economy,https://dspace.nehu.ac.in/bitstreams/b35f8aea-888b-4ce8-a4db-d77b7bf27b2f/download,… To formulate a tourismpolicyfor the country as a whole India took 35 …Sikkimis yet to createa brand of its own at national and international level. It is estimated that an investment ofRs. …,2026-05-19T13:05:09.735291,A Chakrabarti - 2010 - dspace.nehu.ac.in
Google Scholar,agriculture,"A systematic review ofagricultural policiesin terms of drivers, enablers, and bottlenecks: Comparison of three Indian states and a model bio-energy village located in …",https://www.sciencedirect.com/science/article/pii/S2352801X21001405,"… in terms of sustainableagriculturalpolicies, exploitation of … stateSikkimhas shown theworld how the bestpoliciescan … ofSikkimhas worked as an enabler for theagriculturesector. …",2026-05-19T13:05:27.863415,"S Tomar,N Sharma- Groundwater for Sustainable Development, 2021 - Elsevier"
Google Scholar,green,GreenIP Regime and the Issues of Environment Protection in the State ofSikkim: A Legal Perspective,https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.4324/9781003795001-2&type=chapterpdf,"… the realm ofgreenintellectual property (IP). This article examinesSikkim’sgreenIP regime… These include setting up agreenIP cell, formulating agreenIPpolicy, and offering financial …",2026-05-19T13:05:44.481840,D Pandey - Greening Intellectual Property for the Protection of … - api.taylorfrancis.com
Google Scholar,green,"[PDF]GreenInvestments as a Vital Tool to Maintain the Sustainability of Tourist Destination: Gangtok,Sikkim-A Case study",https://adtu.in/files/current_issue/vol3_issue2/vol3-issue2-article019.pdf,"… The current research focuses on examining the function ofgreenfiscalpoliciesfor improvingtourist growth through carbon emission alleviation in China, based on climate importance. …",2026-05-19T13:05:44.482284,"B Roy,SK Upadhyay- adtu.in"
Google Scholar,green,EcotourismPoliciesand Sustainable Development: A Case Study ofSikkim,https://www.igi-global.com/chapter/ecotourism-policies-and-sustainable-development/378844,"… The study evaluates the efficacy of ecotourismpoliciesinSikkim… data sources, includinggovernmentpolicydocuments, academic …Greeninfrastructure development must beSikkim'stop …",2026-05-19T13:05:44.482702,"A Mitra, A Tripathy - Balancing Mountain Tourism, Cultural Heritage …, 2025 - igi-global.com"
Google Scholar,sectors,[B]State level public enterprises inSikkim:policyand planning,https://books.google.com/books?hl=en&lr=&id=fvVxWava72YC&oi=fnd&pg=PR5&dq=sikkim+sectors+policy&ots=KRONmvNQKk&sig=fdTDqEmCXDv7YHrsiaJb9aQ417s,… 1.6 IndustrialPolicyand Infrastructure The Industrialsectorwas not well developed inSikkimduring the pre-merger period. Distillation of wines and liquors was one of the first modern …,2026-05-19T13:06:01.287980,RK Mishra - 2007 - books.google.com
Google Scholar,sectors,"Prioritizingsectorsfor economic development inSikkim, India",https://www.igi-global.com/article/prioritizing-sectors-for-economic-development-in-sikkim-india/114698,… Several interactions withpolicymakers showed that no efforts have been made to usescientific methods for prioritizing these economicsectorsfor decision making both at strategic and …,2026-05-19T13:06:01.288835,"M Mishra,A Jha- International Journal of Asian Business and …, 2014 - igi-global.com"
Google Scholar,sector,Political Changes and Economic Development inSikkim,https://books.google.com/books?hl=en&lr=&id=nMFkEQAAQBAJ&oi=fnd&pg=PA176&dq=sikkim+sector+policy&ots=oFgYAyKlXi&sig=bDDsQG8HnTOrtSr5LfmDLosPisE,"… The above discussion shows thatSikkimhas been a dynamic State in terms of itsformulation ofpolicies, ideologies, forms of governance etc. Since 1994Sikkimwitnessed the …",2026-05-19T13:06:16.764215,"D Rai, S Rai - Hill Economies and Sustainable Development in …, 2019 - books.google.com"
Google Scholar,sector,"[PDF]Economic History ofSikkim: A Study of the Planned Economy, 1954-1971",https://dspace.cus.ac.in/jspui/bitstream/1/7796/1/Amiras%20Luitel-History-M.Phil.pdf,… the economy of an underdeveloped Kingdom likeSikkim. … from the time whenSikkimfellunder the superintendence of British … since the ascendancy of British paramountcy inSikkim. In …,2026-05-19T13:06:16.764502,A Luitel - 2022 - dspace.cus.ac.in
Google Scholar,urban,"Himalayan boom town: rural–urbantransformations in Namchi,Sikkim",https://onlinelibrary.wiley.com/doi/abs/10.1111/dech.12450,"…urbanplanningpoliciesinSikkim, and the South Asia Institute at the University of Texas atAustin for inviting McDuie-Ra to share earlier versions of this work and receive feedback from …",2026-05-19T13:06:34.189390,"D McDuie‐Ra, M Chettri - Development and Change, 2018 - Wiley Online Library"
Google Scholar,urban,Urbanisation and economic growth: Some insights from the Himalayan State ofSikkim,https://journals.sagepub.com/doi/abs/10.1177/00194662241235497,"… Thepolicyaimed to expand the region’s … tourbanchaos, which are primarily caused bymigration, industrialisation and agglomeration, theurbandevelopment expenditure inSikkim…",2026-05-19T13:06:34.189561,"K Singha, LD Sherpa… - The Indian Economic …, 2024 - journals.sagepub.com"
Google Scholar,urban,"[PDF]Post facto, trends and pattern of Urbanity inSikkim",https://www.academia.edu/download/46494694/Post_facto__trends_and_pattern_of_Urbanity_in_Sikkim.pdf,"… planning, monitoring & government interventionpoliciesfor effect in future on natural …However, over 24% of the total population is inherent inurbanareas ofSikkim[20]. The upsurge in …",2026-05-19T13:06:34.190020,"K Paul,D Sharma- Archives of Applied Science Research, 2016 - academia.edu"
Google Scholar,urban,"[PDF]Carbon intensive urbanization, climate variability andurbanvulnerabilities in hill areas: a case of gangtokurbanregion,sikkim",https://www.academia.edu/download/104998268/JIDC_18-4_93.pdf,"… to be part of the largerpolicyplanning at the state level and local action plans. Regionalplans, localurbanplans will have to be prepared based on scientific methods and framework. …",2026-05-19T13:06:34.190612,"SK Acharya,S Bandyopadhyay… - Journal of international …, 2012 - academia.edu"
Google Scholar,urban,Growth of urbanisation and water supply problem inSikkim,https://books.google.com/books?hl=en&lr=&id=nMFkEQAAQBAJ&oi=fnd&pg=PA148&dq=sikkim+urban+policy&ots=oFgYAyKlZf&sig=vqQyc_q_l7h_suhahAya1LLwYaA,"… of totalurbanpopulation ofSikkim. The otherurbancentres of EastSikkimdistrict such as …There is no properpolicyfor the acquisition and disposal of plots inurbanareas. Therefore, …",2026-05-19T13:06:34.192062,"LD Sherpa - Hill economies and sustainable development in …, 2019 - books.google.com"
Google Scholar,population,DecliningPopulationGrowth Rate inSikkim,https://www.shodhpatra.org/papers/volume-2/issue-8/spijsh45329/,"… Thepopulationin this study is the entirepopulationofSikkimas recorded in census report (…documents related topopulationgrowth, health infrastructure, and literacy rate inSikkim. The …",2026-05-19T13:06:50.812754,"R Pradhan, L Tamang, N Bhusal - ShodhPatra: International Journal …, 2025 - shodhpatra.org"
Google Scholar,population,[PDF]SikkimHuman,https://hdr.undp.org/system/files/documents/indiasikkim2001en.pdf,"… majorpolicyinterventions made by the Government ofSikkimin … As per these projections,thepopulationofSikkimwould be 739,000 … in the area ofpopulationmanagement in the State. …",2026-05-19T13:06:50.812947,MP Lama - 2001 - hdr.undp.org
Google Scholar,population,[PDF]Economy and social development of ruralSikkim,https://pdfs.semanticscholar.org/c419/22a39c655455e9988d11818812c766c7f856.pdf,…Sikkim. Lepcha-Bhutias are found mainly in NorthSikkimwhereas Limbus are concentratedin WestSikkim… Gyalshing sub-division of WestSikkimhas been selected for the present study…,2026-05-19T13:06:50.814109,"S Chakraborty,N Chakma- Space and Culture, India, 2016 - pdfs.semanticscholar.org"
Google Scholar,sdg,EnhancingSDG-4 Outcomes through Vocational Education inSikkim,https://hal.science/hal-05217105/,"… influence of vocationalpoliciesand the NEP 2020 on the evolving education landscape ofSikkim. This … This research targets the transformation inSikkim’s institutions, its youth, and its …",2026-05-19T13:07:06.601270,"RP Nepal,PK Das- World Journal of Economics, Business and …, 2025 - hal.science"
Google Scholar,sdg,[PDF]Unveiling the Role of Gender in Sustainable Development: Insights fromSikkim,https://www.researchgate.net/profile/Swati-Babu-2/publication/385749603_Unveiling_the_Role_of_Gender_in_Sustainable_Development_Insights_from_Sikkim/links/67f375b349e91c0feae621ef/Unveiling-the-Role-of-Gender-in-Sustainable-Development-Insights-from-Sikkim.pdf,"… It necessitatespolicyreforms, legislative measures, and targeted … aspects ofSikkim'simpressive performance on theSDGindex and compares it with the actual local perception ofSDG…",2026-05-19T13:07:06.601623,"SS Babu, R Chaudhuri, A Dhan - researchgate.net"
Google Scholar,sdg,[PDF]Geospatial analysis of Socio-Economic Health Gnathang Valley andSikkim-Himalayas,https://er.researchfloor.org/wp-content/uploads/2025/12/Geospatial-analysis-of-Socio-Economic-Health-Gnathang-Valley-and-Sikkim-Himalayas.pdf,"… societal and economic values ofSikkim. The Government have …Sikkimis among the leadingstates to inculcateSDG10 (Reduced inequalities),SDG13 (Climate change impacts),SDG…",2026-05-19T13:07:06.601964,"SP Mishra, A Mondal, T Mondal - Environmental Reports; an …, 2025 - er.researchfloor.org"
Google Scholar,national,The feudal polity and political development inSikkim,https://www.jstor.org/stable/41919237,… We accept the Human multitude within the political boundaries ofSikkimas a community.Sikkimis a plural community with three … All these ethnic stocks are immigrants toSikkimsettled …,2026-05-19T13:07:23.874377,"AC Sinha - Indian Anthropologist, 1973 - JSTOR"
Google Scholar,national,[B]Sikkim: the Story of its Integration with India,https://dspace.cus.ac.in/jspui/bitstream/1/923/1/SIKKIM.pdf,"…Sikkimand they claim to beautochthones ofSikkimproper.' In the beginning of the Seventeenthcentury AD, three Lamas came from Tibet intoSikkim… in itspolicytowardsSikkim. From …",2026-05-19T13:07:23.874549,PR Rao - 1978 - dspace.cus.ac.in
Google Scholar,eco,"Conservationpolicies,eco-tourism, and end of pastoralism in Indian Himalaya?",https://www.frontiersin.org/journals/sustainable-food-systems/articles/10.3389/fsufs.2021.613998/full,… This study was conducted in four village clusters of WestSikkimsituated at the periphery ofthe … These were the most important village clusters for pastoral practices in WestSikkimand …,2026-05-19T13:07:40.539075,"R Singh,RK Sharma, TU Bhutia, K Bhutia… - Frontiers in Sustainable …, 2021 - frontiersin.org"
Google Scholar,eco,TheSikkimEcotourismPolicy-A Review,https://ijassonline.in/AbstractView.aspx?PID=2014-2-4-2,"… accepted by several countries andSikkimis no exception as …Sikkim, with a geographicalarea of 7076 sq. km. is the 22nd … treasures inSikkimare located in the protected areas zone. …",2026-05-19T13:07:40.539235,"S Shenga,A Jha- International Journal of Advances in Social …, 2014 - ijassonline.in"
Google Scholar,temperature,"Climate perceptions of local communities validated through scientific signals inSikkimHimalaya, India",https://link.springer.com/article/10.1007/s10661-016-5582-y,"… This study can provide useful information to all stakeholders, especially to thepolicy…temperaturefrom availabletemperaturerecords also confirm winters are getting warmer inSikkim…",2026-05-19T13:08:12.768706,"RK Sharma, DG Shrestha - Environmental monitoring and assessment, 2016 - Springer"
Google Scholar,temperature,"A comprehensive analysis of long-term trends intemperatureand rainfall patterns inSikkim, India",https://journals.sagepub.com/doi/abs/10.3233/JCC240027,… towards the need for urgency in incorporating climate understandings into thepolicyframeworks to mitigate the adverse effects of climate change and promote sustainability inSikkim. …,2026-05-19T13:08:12.768858,"B Gupta,MM Jose,S Aggarwal… - Journal of Climate …, 2024 - journals.sagepub.com"
Google Scholar,temperature,Analysis ofTemperatureTrends and Variability in Eastern Himalaya: Evidence fromSikkim,https://www.cspub-jcc-submission.org/index.php/jcc/article/view/355,"… and minimumtemperaturesare rising but not statistically significant. On the other hand,summertemperatureshave been relatively stable over the decades. Thesetemperaturesshifts …",2026-05-19T13:08:12.769003,"J Sarkar, Y Nayan,A Dwivedi- Journal of Climate …, 2025 - cspub-jcc-submission.org"
Google Scholar,temperature,A remote sensing based analysis of climate change inSikkimsupported by evidence from the field,https://link.springer.com/article/10.1007/s11629-020-6534-0,"… inSikkimover 20 years. We evaluate the trends in vegetation, rainfall, and surfacetemperatureto … Regional studies such as this one can help drivepolicywhich will help conservation …",2026-05-19T13:08:12.769488,"R Basu, G Misra,D Sarkar- Journal of Mountain Science, 2021 - Springer"
Google Scholar,temperature,Water management systems of two towns in the Eastern Himalaya: case studies of Singtam inSikkimand Kalimpong in West Bengal states of India,https://iwaponline.com/wp/article-abstract/22/S1/107/67253,"… regions, the maximumtemperatureshowed a decreasing trend, whereas the minimumtemperatureshowed an increasing trend. The meantemperatureshowed an increasing trend …",2026-05-19T13:08:12.769634,"G Sharma, C Namchu, K Nyima, M Luitel, S Singh… - WaterPolicy, 2020 - iwaponline.com"
Google Scholar,temperature,"[PDF]Evaluation oftemperatureand precipitation changes under climate change scenarios inSikkimHimalayan region, India",https://www.academia.edu/download/110821345/JWEAM117.pdf,"… extremes and found significant changes in thetemperaturein theSikkim… in theSikkimHimalayan region. Therefore, to fill this research gap, our study aims to assess thetemperature…",2026-05-19T13:08:12.769816,"S Kumar, SR Yadav,A Kumar,T Baghel… - Water Eng …, 2021 - academia.edu"
Google Scholar,resilience,"Climate change and poverty: buildingresilienceof rural mountain communities in SouthSikkim, Eastern Himalaya, India",https://link.springer.com/article/10.1007/s10113-013-0471-1,"… between poverty andresilience, and therefore, it is of utmost importance thatpoliciesand …, this study was conducted in the South district ofSikkim, a remote and drought prone region, …",2026-05-19T13:08:30.759226,"A Barua, S Katyaini,B Mili, P Gooch - Regional environmental change, 2014 - Springer"
Google Scholar,resilience,Buildingresilienceto climate change MGNREGS and climate-induced droughts inSikkim,https://www.jstor.org/stable/pdf/resrep16599.pdf,… The study findings and analysis andpolicyrecommendations presented in this papertriangulates evidence from a review of global and national literature on social protection and …,2026-05-19T13:08:30.759390,"N Kaur, D Steinbach, A Agarwal, C Manuel - 2017 - JSTOR"
Google Scholar,resilience,[PDF]Reducing the VulneRability of the PooR by buildingResilience: a case study fRom southsikkim,http://www.sikkimforest.gov.in/climate-change-in-sikkim/18-Chapter_Reducing%20the%20Vulnerability%20of%20the%20poor%20by%20Building%20Resilience.pdf,"…resiliencemeans, the capacity of a system to ‘bounce back’ to its original form and structure,but in this study we defineresilience… Hence, going by this definition, enhancingresilience…",2026-05-19T13:08:30.759565,"A Barua, S Katyaini,B Mili- Climate Change inSikkimPatterns …, 2012 - sikkimforest.gov.in"
Google Scholar,resilience,"Indigenous governance and climateresiliencein NorthSikkim: A systematic review of the Dzumsa system, gender and biodiversity aligned with SDG 13 and 15",https://link.springer.com/article/10.1007/s10708-026-11575-x,"… Like for theresilienceof traditional pastoral systems in the Eastern Himalaya includingSikkimwhich … At thepolicylevel, the Natonal Action Plan on climate change (NAPCC) and the …",2026-05-19T13:08:30.759707,"B Giri, A Kannaujia, A Bora - GeoJournal, 2026 - Springer"
Google Scholar,resilience,[PDF]MeasuringResilienceto Climate Change inSikkim: Developing a ClimateResilienceIndex,https://api.seea.org.in/uploads/pdf/2025-8519.pdf,"… Significance:Policymakers and Extension agents of the state need to promote and trainthe farmers ofSikkimon climate smart agriculture,Resiliencefarming and build farmers …",2026-05-19T13:08:30.759869,"MV Devi, AA Devi, K Lepcha - api.seea.org.in"
